seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes
chr2	64752073	64752082	10	*	2	3.92631437763758e-21	5.27818192803457e-06	3.13850068489582e-17	6.14679431201736e-16	-0.020912591451675	-0.00876973430881789	AFTPH
chr2	174890794	174890849	56	*	2	2.5842382524904e-17	2.02466097904024e-16	5.17568179030811e-10	6.15581011823878e-16	0.0342516935904116	0.00315188846187246	RP11-394I13.1
chr2	210636350	210636398	49	*	2	3.85529374429067e-18	1.68262143970028e-16	3.10912741932869e-09	6.17743253604971e-16	0.064162495186754	0.0608943011166731	NA
chr2	242212884	242212901	18	*	3	4.06132266956735e-18	1.06015470194936e-14	1.73427320156377e-11	6.18139484990813e-16	0.0336772896039608	0.0168197014844674	HDLBP
chr2	37551081	37551108	28	*	2	1.606227796921e-21	2.36227968984135e-09	5.83939512806135e-17	6.19245960125662e-16	0.0954813246053138	0.0657518290335002	PRKD3
chr6	37400861	37400926	66	*	3	8.37534249455212e-29	4.26344038782679e-07	7.42325836173412e-18	6.26796405542583e-16	0.0828532922603004	0.0302573482223078	NA
chr6	1318856	1318932	77	*	2	8.21281431978256e-18	7.54379111488007e-16	5.60957818467691e-12	6.28347599053522e-16	0.0364747162022706	0.0302092331011353	NA
chr19	36450896	36450916	21	*	2	1.24934701349258e-19	1.8229768964256e-13	4.19002560896542e-15	6.28468161007326e-16	0.0801675009626492	0.0518810165575664	NA
chr8	142180671	142180720	50	*	2	9.84210325265339e-20	1.17621609858028e-15	2.17706944162843e-12	6.30641072156308e-16	0.0399608445678035	0.0334756780594795	DENND3
chr10	74855378	74855401	24	*	2	1.67902342535635e-19	3.46341061124148e-14	1.9043207581251e-14	6.31173542333731e-16	-0.0158567577974586	-0.00959472468232578	P4HA1
chr4	160277142	160277162	21	*	2	5.31358206521271e-21	2.27174278035593e-08	4.26127454165668e-17	6.33379886290907e-16	0.0409043617446977	0.0188208599229167	RAPGEF2
chr3	51742779	51742878	100	*	2	6.69403183784698e-14	2.32125090695031e-16	2.78288966747528e-10	6.33594847045044e-16	0.0578234501347708	0.0429188549217544	GRM2
chr17	7517220	7517258	39	*	2	1.99355944697016e-19	2.61910839750427e-16	1.56629467714072e-10	6.3576597415855e-16	0.0726713515594917	0.0641982187350724	FXR2
chr2	43020129	43020264	136	*	3	1.10133287436662e-12	7.46932399793535e-15	2.2681411337667e-09	6.37963008994046e-16	0.0850115517905276	0.0366490180978052	NA
chr2	17721766	17721803	38	*	4	4.31464265958203e-18	1.36590414023679e-14	2.46018861451981e-09	6.42259165626529e-16	0.122541393916057	0.0525435598767808	VSNL1
chr2	241077006	241077066	61	*	2	1.38503466713228e-16	1.84595975869957e-16	1.63105841714807e-09	6.43088968509303e-16	0.0475955703883497	0.0456188378257538	NA
chr12	54393550	54393565	16	*	2	9.00489816706897e-20	9.16846505466529e-15	8.95084923812588e-14	6.43597768054977e-16	0.0600317674239507	0.0543579129765113	RP11-834C11.12, HOXC6, HOXC9, HOXC-AS1
chr13	47371514	47371644	131	*	4	3.43770319604788e-15	4.24393507962353e-12	1.43530404373307e-10	6.45045882078807e-16	0.0489949942241048	0.0280633904505198	NA
chr1	224622417	224622516	100	*	2	1.22264624919778e-15	5.61104408194535e-16	1.2738855532335e-11	6.45766957100889e-16	0.0310127069695803	0.0111128224874855	CNIH3, WDR26
chr19	56170507	56170509	3	*	2	6.86016066372252e-21	1.85918040120912e-10	1.14932875553225e-16	6.46127346550284e-16	0.0559343409068159	0.0301196472335938	U2AF2
chr5	153826517	153826560	44	*	3	2.01546784753125e-20	4.6357971892331e-14	9.13605265825992e-13	6.48077465770458e-16	0.0456180207932229	0.0209382620972917	SAP30L
chr2	60781524	60781546	23	*	2	7.7402571635438e-18	1.89416267705411e-16	1.37866864180053e-09	6.48806241606462e-16	0.0535550635348478	0.0413876588371197	NA
chr16	81712054	81712102	49	*	2	3.81295082963527e-21	5.00427409431716e-14	1.38508844959458e-14	6.48889436802684e-16	0.0632383578431374	0.0420918209226109	CMIP
chr5	126112600	126112660	61	*	3	5.46430597144874e-17	4.94878244729507e-15	2.14291770274419e-10	6.49111906800679e-16	0.0499287639584136	0.032104351174432	LMNB1
chr19	7895038	7895096	59	*	3	3.45073220853298e-18	2.07068076297212e-14	5.85203810624532e-12	6.50074019754241e-16	-0.0221582595302272	-0.0014513541265563	NA
chr6	43597250	43597312	63	*	2	2.09514879673733e-25	3.8763654419321e-10	9.36935428320503e-17	6.50477667782216e-16	0.0209174046977281	0.0122554871005006	MAD2L1BP
chr17	9694739	9694800	62	*	3	9.32264242590448e-19	1.71364854200212e-15	9.05247424424162e-11	6.51266492690148e-16	0.0451086309523808	0.0345397534013605	RP11-477N12.3
chr1	10714619	10714701	83	*	3	2.32734607467438e-15	1.17548253802455e-15	1.29615515456085e-08	6.51628171027723e-16	0.0341105263157896	0.00905964689456271	CASZ1
chr2	37311445	37311583	139	*	3	1.11493744414878e-16	3.21471352656033e-15	4.11953844994856e-09	6.56699466530696e-16	0.0154736234116288	0.0133365421640354	HEATR5B
chr20	1473638	1473723	86	*	2	7.36214298707472e-16	3.42243761514722e-16	6.22784426940698e-11	6.57568109656415e-16	0.0406492965085981	0.0295979452019441	NA
chr1	228297864	228297873	10	*	2	3.11380650420603e-19	2.95541716668211e-16	1.09995017228544e-10	6.57915698377186e-16	0.125228147862919	0.110568444358876	NA
chr2	15830876	15830903	28	*	3	4.11939412625978e-19	3.38071574162354e-13	7.24538976515006e-13	6.58956894265155e-16	0.0392017964683067	0.0192134393502429	NA
chr1	113162570	113162646	77	*	2	1.59298463257103e-19	5.04608700935403e-15	2.14001768755318e-13	6.65421930038326e-16	-0.0181324605313824	-0.0113072776280323	CAPZA1, ST7L
chr1	202091933	202092005	73	*	3	2.5297245227001e-22	3.08698793173844e-10	2.57252674086791e-16	6.75460827562679e-16	0.0774902412170954	0.0328001504564965	GPR37L1
chr1	147142911	147143012	102	*	3	7.52909680201308e-17	1.08403292281389e-12	2.26032272474408e-11	6.76024279477409e-16	0.0293550250288795	0.0150539083557951	NA
chr16	1397981	1398004	24	*	2	4.91537130986614e-18	3.66727097192994e-16	5.56801324015677e-11	6.79017618984061e-16	0.0330667892156863	0.00202138643206393	BAIAP3
chr3	68981852	68981956	105	*	6	2.4968502360773e-18	4.38877667482187e-13	7.47514942764055e-07	6.83702209537611e-16	0.0576857912976512	0.0317194519317161	NA
chr17	76136952	76137024	73	*	2	1.87632047433644e-17	5.23520743717208e-16	1.89539040748691e-11	6.86538555505946e-16	0.188108394301116	0.134405387626749	TMC8
chr5	175970714	175970798	85	*	2	3.34644554747189e-17	8.45081805699021e-16	5.65544042459377e-12	6.88591308651401e-16	0.0286811705814401	0.0225779745860608	CDHR2
chr17	79006087	79006166	80	*	2	4.81896987285985e-19	4.10652399606708e-15	3.14612730105928e-13	6.91892718506939e-16	0.129046391752578	0.123194739965623	BAIAP2-AS1
chr8	145703049	145703131	83	*	2	1.0566026712344e-17	1.15844072713054e-15	2.88831001794832e-12	6.92491675807224e-16	-0.0160579514824798	-0.00149499422410476	NA
chr1	171510692	171510722	31	*	2	2.58834175825498e-18	5.34932044929218e-16	1.84110505179642e-11	6.92898289407026e-16	0.0300882923343881	0.0264906189394715	PRRC2C
chr16	69364945	69365009	65	*	2	4.38681744549555e-16	1.95646257767842e-16	2.25114265794948e-09	6.97588346361675e-16	0.0423161340007702	0.0361662495186754	COG8, RP11-343C2.12
chr10	102820806	102820868	63	*	2	3.85207684832378e-24	2.29629654839497e-12	8.56116805253132e-16	6.97715287729887e-16	0.0474884482094724	0.0268170003850596	NA
chr10	3419009	3419027	19	*	2	3.04297702448152e-18	9.43790517471421e-16	4.65504940226942e-12	7.01842094817186e-16	0.0402631578947369	0.0281645375574861	NA
chr6	86388501	86388512	12	*	2	3.89846005134379e-18	7.8358626796195e-16	7.2018728324612e-12	7.03616663319392e-16	0.029645745090489	0.0238173854447439	NA
chr10	1284161	1284242	82	*	2	9.34715621421201e-17	5.32206473924468e-16	1.98200061627126e-11	7.04843371944138e-16	0.0526776960784316	0.0524516436729332	ADARB2
chr8	99960843	99960921	79	*	2	3.50599271723205e-20	1.67854260470864e-14	5.13633690892106e-14	7.06380217372445e-16	0.0954774740084713	0.0643709087408548	OSR2
chr4	4341463	4341544	82	*	2	4.17162763557293e-17	6.0391100344292e-16	1.41725008690593e-11	7.07737691890058e-16	0.0642995755003031	0.0609827374048408	NA
chr4	164415453	164415471	19	*	2	1.0365899924041e-21	1.9574229501228e-11	2.95490496876047e-16	7.08503956478908e-16	0.0819532152483635	0.0577603966114747	NA
chr10	101874554	101874558	5	*	2	3.77307033546112e-20	3.16540050740841e-09	6.468950951485e-17	7.12404726693479e-16	0.0524366857738406	0.0279284702368294	TPM4P1
chr19	52800111	52800115	5	*	2	2.24601565197529e-18	8.61963566540655e-16	6.02463054030543e-12	7.1445362581489e-16	0.0480458221024259	0.0385194455140546	CTD-2525I3.5
chr1	236908002	236908064	63	*	2	7.40651761920343e-22	1.36506511291923e-14	6.73611664735516e-14	7.16363949698685e-16	-0.0714684210526316	-0.0403337152766695	ACTN2
chr1	212004327	212004408	82	*	2	2.56601343341275e-18	2.1294273154308e-15	9.9607388365564e-13	7.18628392245114e-16	0.0245254139391606	0.0182763765883712	RP11-552D8.1
chr19	5690050	5690072	23	*	2	2.88082182810417e-21	1.93607600280222e-07	4.08112297035245e-17	7.19202631216204e-16	0.0667010011551789	0.0343420292645359	RPL36
chr1	23886409	23886472	64	*	2	2.52421776709275e-22	6.89388665131277e-13	1.93312990372121e-15	7.24454171024157e-16	0.130919329996149	0.0765205044281864	NA
chr7	98574111	98574179	69	*	3	2.66740806932744e-17	1.77676377732354e-15	4.55469692002335e-09	7.27102149276467e-16	0.0257144346013548	0.0205298545334411	TRRAP
chr11	70374289	70374297	9	*	2	2.36086168176016e-20	6.79091930479045e-08	4.44592540357137e-17	7.27697051887682e-16	-0.0592818880129373	-0.031895593288862	SHANK2
chr7	149485712	149485740	29	*	2	1.49269356450094e-19	3.05371966366617e-14	2.80922320876069e-14	7.30255947548573e-16	-0.0570936468646864	-0.0375562033177001	SSPO
chr19	3985464	3985548	85	*	4	4.93195413582342e-18	2.71188074023504e-11	1.88465627412643e-09	7.35181871575561e-16	0.0514622641509434	0.0241047362341163	EEF2
chr19	37568953	37568961	9	*	2	2.55911366081664e-20	1.31769256249099e-08	5.35713031600442e-17	7.35645831061459e-16	0.0553407778205623	0.0298608971890643	ZNF420, CTD-2293H3.2
chr11	3400323	3400387	65	*	2	1.22866242050319e-26	3.09921722249051e-12	7.83331332579412e-16	7.40734440113472e-16	0.089834424335772	0.0491336157104351	ZNF195
chr7	155616337	155616381	45	*	2	2.73769275096539e-22	4.30071866280936e-11	2.26220941962652e-16	7.41478710038855e-16	0.0467226313205694	0.0166238132288511	NA
chr3	53033115	53033167	53	*	2	2.62457027728592e-18	5.16299551889983e-16	2.5986994679206e-11	7.4207019011157e-16	0.0532843440594063	0.0500306524218601	SFMBT1, RP11-894J14.5
chr12	51664575	51664642	68	*	2	8.1865964522048e-21	2.31595130214281e-14	3.9058786654391e-14	7.42250207717863e-16	0.0386311128224875	0.0134409896033885	DAZAP2, SMAGP
chr6	2698001	2698037	37	*	3	2.33413941507693e-17	1.02843779407915e-16	2.58370511991274e-07	7.42824114343615e-16	-0.0355668487055017	-0.0124130351916398	MYLK4
chr11	18035267	18035350	84	*	2	4.97845548937344e-17	7.68632155955282e-16	8.91412686017011e-12	7.42901776359701e-16	0.0254659222179437	0.0194108586830958	RP1-59M18.2
chr22	42372516	42372528	13	*	2	7.19416468687546e-18	2.54592494409567e-16	4.55895945783427e-10	7.44547980631793e-16	0.0244224104736234	0.02409510974201	SEPT3
chr6	100037448	100037532	85	*	2	6.70659563414062e-19	1.96034233772331e-15	1.28235063763632e-12	7.49970338969534e-16	0.0667982287254524	0.0589343473238352	NA
chr1	167063879	167063901	23	*	2	4.26129016906702e-18	5.41323847057846e-16	2.35027842711637e-11	7.50222077938975e-16	0.0311042209484105	0.0248535810624405	DUSP27
chr2	47168440	47168533	94	*	2	5.3211375225202e-16	6.56853758744894e-16	1.41895496161257e-11	7.57716531640927e-16	0.0191663457835965	0.0171038698498267	TTC7A, MCFD2
chr4	148653882	148653917	36	*	2	2.76533989642544e-21	6.23612893252387e-12	5.55688648145261e-16	7.58781913191434e-16	0.058694647670389	0.0313034270311899	ARHGAP10
chr11	74022875	74022930	56	*	3	4.52095261855494e-22	1.20514991012139e-11	6.68814807101155e-14	7.6051412915148e-16	0.133793800539084	0.0728677319984597	RP11-632K5.3
chr6	52926593	52926658	66	*	3	1.94496164838249e-21	6.43550819007143e-13	2.37828475228987e-09	7.60800296807039e-16	0.0414324220254139	0.022187139006546	FBXO9, ICK
chr4	77997182	77997201	20	*	3	1.0728782459312e-20	4.71783590278976e-09	9.57960378219284e-17	7.6191400592518e-16	0.11467847516365	0.0410730329867796	NA
chr7	1127709	1127767	59	*	2	2.70177992958109e-20	1.14049700011018e-14	9.47574226827272e-14	7.6227135887794e-16	0.115217558721602	0.0851448787061994	GPER1, C7orf50
chr1	20834501	20834508	8	*	2	4.91780031628126e-19	5.32974714146194e-16	2.60725507106313e-11	7.62484310023081e-16	0.0205198305737389	0.0191432422025414	MUL1
chr12	122017211	122017247	37	*	2	2.4814016490745e-21	3.37252751011204e-12	7.80168760801468e-16	7.64451987728215e-16	0.0272564497497112	0.00889487870619942	KDM2B
chr7	143059591	143059659	69	*	2	1.34087871678233e-24	4.75984924661682e-08	4.86276566727207e-17	7.68576784614759e-16	0.155302271852137	0.0787533692722372	FAM131B
chr16	2563989	2564005	17	*	2	1.0971120447188e-19	1.37684326111988e-12	1.34255816562185e-15	7.70773835805853e-16	0.026553715825953	0.015467847516365	RP11-20I23.1, ATP6V0C, ATP6C
chr1	16543684	16543759	76	*	2	5.57109011176618e-22	4.77013746468815e-13	2.75504703035219e-15	7.72179396903227e-16	0.047572198690797	0.0274903735078936	ANO7P1
chr21	40145923	40145949	27	*	2	1.25082456711298e-18	1.9807882251887e-15	1.40342581790796e-12	7.83607913606282e-16	-0.0453173527879104	-0.0430399263939552	NA
chr15	41837400	41837499	100	*	2	7.88444674468905e-14	2.87321531287377e-16	3.17033631023144e-10	7.83902156910645e-16	0.0491444925742576	0.0454101752086975	NA
chr8	99077038	99077049	12	*	2	3.62756632998644e-20	8.61010870492722e-10	9.55618312980532e-17	7.88454929027206e-16	-0.0276415094339622	-0.0108567577974586	C8orf47
chr2	128331518	128331593	76	*	2	5.13598236179107e-16	3.00862560147053e-16	2.61334593530268e-10	7.90139968564058e-16	0.0291401771756122	0.00415801750937466	MYO7B
chr11	2464959	2464970	12	*	2	3.53882033662423e-21	2.66670735759449e-15	8.48284512676772e-13	7.90510858608508e-16	0.0617385444743936	0.0570015639038634	NA
chr3	119298355	119298511	157	*	4	1.39105446223682e-23	1.00203930199637e-08	4.91317213712782e-16	7.90778205506613e-16	0.0488775510204081	0.0176814593762033	ADPRH, RP11-190C22.9
chr8	114389356	114389479	124	*	4	2.28861931455294e-14	9.21330139347142e-13	3.90275784249233e-08	7.91373083763803e-16	0.0584010025062659	0.0189864738751801	RP11-709P2.1, CSMD3
chr1	230272542	230272611	70	*	2	2.73352762778489e-21	8.00671172456395e-14	1.25298601129015e-14	7.9639349716917e-16	0.0412040441176472	0.026182230392157	GALNT2
chr14	102973254	102973318	65	*	2	2.95184818885024e-18	8.15656489073594e-16	9.6218427668783e-12	7.98148973075686e-16	0.0428302373581015	0.00688515787047002	ANKRD9
chr13	114917586	114917640	55	*	2	9.78900450335937e-19	9.981440353023e-16	6.01851912933486e-12	8.00908591513835e-16	0.0384191176470589	0.0300061274509804	NA
chr14	105614552	105614564	13	*	2	1.2085992398063e-17	2.65983439974296e-16	5.75322224116036e-10	8.01309968855626e-16	0.0782662238119572	0.0269510663818386	JAG2
chr17	821546	821621	76	*	2	1.43163731388367e-15	2.63638273127197e-16	6.18169574090433e-10	8.02821789668221e-16	-0.0672009336704919	-0.0619465215537233	NXN
chr17	27038861	27038886	26	*	2	4.76508236647153e-21	1.09330674017679e-10	1.78182845011767e-16	8.05674371565721e-16	-0.0637389295340778	-0.0266586445899115	PROCA1
chr2	1093461	1093532	72	*	2	7.02899281148336e-24	4.94483304623289e-10	1.13117565509559e-16	8.07850398584954e-16	0.0408871927042029	0.0173063414501407	SNTG2
chr11	66278037	66278120	84	*	5	1.29931611653318e-18	8.41602937263299e-08	9.01650408659605e-12	8.08345290371145e-16	-0.0156700038505969	0.000853292260300307	CTD-3074O7.11, BBS1
chr7	35298664	35298720	57	*	2	7.67161752422619e-22	5.00075693504184e-13	2.89776338089586e-15	8.16969786909222e-16	0.132010011551791	0.0698777435502503	AC009531.2
chr16	57416050	57416074	25	*	2	6.22581217162862e-19	9.62413387412882e-15	1.36026630373912e-13	8.19657815406225e-16	-0.0306517301214659	-0.0238221759562252	CX3CL1
chr19	5623091	5623198	108	*	4	1.04454612602752e-16	4.20671270423014e-17	5.97622166164797e-06	8.20474390272117e-16	0.0150693107431651	0.0141788602233346	SAFB, SAFB2
chr12	125003301	125003407	107	*	3	7.50854557125439e-16	1.55560831352274e-15	1.07765624801215e-10	8.22476476851328e-16	0.125682518290335	0.113686625593634	NCOR2
chr10	62023553	62023637	85	*	2	1.25550201946004e-15	3.856927214127e-16	1.09241333321634e-10	8.2749561681683e-16	0.0370557582073996	0.0319013607817645	ANK3
chr2	1690592	1690625	34	*	2	1.90415705014011e-18	9.30839819522414e-16	7.85860258100474e-12	8.29406923994826e-16	-0.0389812007277139	-0.0342749349107825	PXDN
chr6	901264	901310	47	*	3	4.52174961072753e-17	8.62342515623888e-17	7.94802318422227e-07	8.29869744911288e-16	0.0393343576526565	0.0337653588770366	NA
chr13	33590002	33590048	47	*	2	1.00850462177662e-19	6.25444709406688e-15	2.5426866096434e-13	8.3443126792327e-16	0.112472083172892	0.0724951867539469	NA
chr15	83382987	83383066	80	*	2	2.04764387982979e-19	8.73557270961852e-15	1.60880038048223e-13	8.35891415040817e-16	0.0759264179867144	0.0537492120738347	NA
chr2	177053496	177053568	73	*	2	2.24584093864716e-16	3.36304358170775e-16	2.09307226215301e-10	8.37550088887027e-16	0.0741239892183288	0.0729322294955718	HOXD1, HOXD-AS1
chr5	89854414	89854425	12	*	2	5.40516750455417e-19	2.49354796995819e-14	4.50517894116947e-14	8.39252198382856e-16	0.0377262225644975	0.0247169811320754	GPR98
chr1	113162073	113162105	33	*	2	2.00627351305334e-23	3.30475501519647e-13	4.14653118525121e-15	8.43905423216482e-16	0.0832826338082403	0.0457460531382364	CAPZA1, ST7L
chr11	69291998	69292034	37	*	2	1.59386098405799e-17	2.47701430394978e-16	1.6200218708111e-09	8.47301627692241e-16	0.0429684657368102	0.042778656888013	AP000439.3
chr4	140005160	140005223	64	*	2	3.61869953017483e-22	4.31222999860784e-13	3.416664216989e-15	8.47939976847817e-16	0.0545629572583751	0.0261956103195995	ELF2
chr8	145626588	145626662	75	*	2	7.80927647369128e-15	2.33133528034067e-16	3.67473911611427e-09	8.52580345812834e-16	-0.041726804123711	-0.00417378778792802	CPSF1
chr7	149420624	149420737	114	*	3	2.03739795211505e-15	7.90813029991135e-16	5.04827202872649e-10	8.52886269192917e-16	0.0435076568912021	0.00833837245722004	KRBA1
chr3	111804983	111805077	95	*	3	4.2282874440734e-18	1.71514528788667e-15	5.96550714015167e-11	8.57223130697431e-16	0.042058144012322	0.0365851623668335	NA
chr2	19563093	19563171	79	*	2	2.42896916488955e-18	2.13894045338492e-15	1.53024008568256e-12	8.58317763195789e-16	0.0457422025413939	0.0341186946476704	NA
chr17	77982906	77982987	82	*	2	3.05267900323908e-14	2.40100738486727e-16	2.96889670793397e-09	8.64693644093461e-16	0.0369226006191953	0.0308035184468525	TBC1D16
chr17	5342414	5342446	33	*	2	2.9987797343502e-21	4.5927822553163e-11	2.68312851936298e-16	8.67327064070162e-16	0.0654254909510975	0.0325346553715826	C1QBP
chr5	54179537	54179570	34	*	2	4.35120398002713e-21	1.2526639668714e-11	4.73016442972494e-16	8.71107219925687e-16	0.112358490566038	0.0632450904890258	NA
chr17	76441793	76441827	35	*	2	1.91518073995588e-18	9.87028781031326e-16	7.94309824981243e-12	8.71637883958573e-16	0.0448230177993529	0.0382497514131767	DNAH17
chr19	2444318	2444376	59	*	2	5.57909646121542e-22	5.81040101159439e-13	2.8754903707626e-15	8.73505652647172e-16	0.0441867780528055	0.0157393049661331	LMNB2
chr10	74927742	74927882	141	*	5	9.42978343522086e-21	3.15325316807395e-07	3.8100472299733e-12	8.78142036664605e-16	0.0288891028109356	0.0110885637273777	ECD
chr19	1290472	1290611	140	*	3	2.03608699942967e-13	3.24200695437861e-16	3.42293295925693e-09	8.79861053343363e-16	-0.0360603715170274	0.00784582361738709	MUM1, EFNA2
chr2	105858489	105858511	23	*	2	1.21786002840708e-19	3.9217255874599e-13	3.93986343151029e-15	8.8869896564382e-16	0.0546473684210526	0.0385261964654283	GPR45
